path;type_wikiart;type_semart;style;timeframe;TECHNIQUE;SCHOOL;author
Impressionism/camille-pissarro_road-at-eragny-winter-1885.jpg;landscape;landscape;Impressionism;1851-1900;;;PISSARRO, Camille
Post_Impressionism/charles-reiffel_holiday-mission-beach-1938.jpg;genre_painting;landscape;Post_Impressionism;1851-1900;;;
Realism/thomas-eakins_the-artist-s-wife-and-his-setter-dog-1889.jpg;portrait;portrait;Realism;1851-1900;;;
35598-02landsc.jpg;religious_painting;landscape;Baroque;1601-1650;Oil on canvas;Flemish;RUBENS, Peter Paul
14331-portrait.jpg;portrait;portrait;High_Renaissance;1501-1550;Oil on wood;Italian;FRANCIA, Francesco
Realism/gustave-courbet_landscape.jpg;landscape;genre;Realism;1851-1900;;;
Romanticism/alexey-bogolyubov_venice.jpg;cityscape;landscape;Romanticism;1851-1900;;;
37934-christen.jpg;genre_painting;genre;Baroque;1651-1700;Oil on canvas;Dutch;STEEN, Jan
Post_Impressionism/paul-cezanne_still-life-with-apples-1.jpg;still_life;still-life;Post_Impressionism;1851-1900;;;CEZANNE, Paul
Romanticism/karl-bryullov_portrait-of-ye-i-durnova.jpg;portrait;portrait;Romanticism;1851-1900;;;
Symbolism/nicholas-roerich_temple-1924.jpg;landscape;landscape;Symbolism;1851-1900;;;ROERICH, Nicholas
Post_Impressionism/mary-fedden_feathers-and-shells-2001.jpg;still_life;other;Post_Impressionism;1851-1900;;;
Synthetic_Cubism/pablo-picasso_cubist-person-1917.jpg;portrait;portrait;Synthetic_Cubism;1851-1900;;;PICASSO, Pablo
Impressionism/kazimir-malevich_apple-trees-in-blossom.jpg;landscape;landscape;Impressionism;1851-1900;;;
Northern_Renaissance/hieronymus-bosch_the-temptation-of-eve-by-the-serpent-1490.jpg;sketch_and_study;other;Northern_Renaissance;1451-1500;;;
Analytical_Cubism/pablo-picasso_table-in-a-cafe-bottle-of-pernod-1912.jpg;still_life;religious;Analytical_Cubism;1451-1500;;;PICASSO, Pablo
Post_Impressionism/maurice-denis_forentice-landscape-viale-dei-colli.jpg;landscape;landscape;Post_Impressionism;1851-1900;;;
Color_Field_Painting/mark-rothko_composition-1958.jpg;abstract_painting;other;Color_Field_Painting;1601-1650;;;
Abstract_Expressionism/paul-jenkins_not_detected_235699.jpg;abstract_painting;mythological;Abstract_Expressionism;1651-1700;;;
Realism/nikolay-bogdanov-belsky_girl-1.jpg;portrait;genre;Realism;1851-1900;;;
Expressionism/billy-childish_hand-on-face-2000.jpg;portrait;portrait;Expressionism;1851-1900;;;
Art_Nouveau_Modern/ivan-bilibin_cover-a-series-of-poetry-publishing-rosehip-1906(1).jpg;illustration;mythological;Art_Nouveau;1451-1500;;;
Romanticism/dante-gabriel-rossetti_alexa-wilding-1877.jpg;portrait;religious;Romanticism;1601-1650;;;
Mannerism_Late_Renaissance/maerten-van-heemskerck_portrait-of-reinerus-frisius-gemma.jpg;portrait;portrait;Mannerism_Late_Renaissance;1551-1600;;;
Baroque/david-teniers-the-younger_the-old-man-and-the-maid.jpg;genre_painting;genre;Baroque;1651-1700;;;
Pop_Art/nicholas-krushenick_wire-mill-1973.jpg;abstract_painting;other;Pop_Art;1851-1900;;;
Realism/vincent-van-gogh_farmer-leaning-on-his-spade-1881(1).jpg;genre_painting;genre;Realism;1851-1900;;;VAN GOGH, Vincent
Post_Impressionism/gustave-loiseau_cliffs-at-petit-dalles-normandy-1908.jpg;landscape;landscape;Post_Impressionism;1851-1900;;;
Realism/homer-watson_evening-after-the-storm-1887.jpg;landscape;landscape;Realism;1801-1850;;;
Early_Renaissance/fra-angelico_sepulchring-of-saint-cosmas-and-saint-damian-1440.jpg;religious_painting;religious;Early_Renaissance;1401-1450;;;
Post_Impressionism/paul-cezanne_seated-nude.jpg;sketch_and_study;other;Post_Impressionism;1851-1900;;;CEZANNE, Paul
Post_Impressionism/anita-malfatti_porto-de-m-naco-1926.jpg;landscape;landscape;Post_Impressionism;1851-1900;;;
07846-050vidal.jpg;religious_painting;religious;High_Renaissance;1501-1550;Oil on canvas;Italian;CARPACCIO, Vittore
16340-vice_5.jpg;religious_painting;religious;Early_Renaissance;1301-1350;Fresco;Italian;GIOTTO di Bondone
Early_Renaissance/domenico-ghirlandaio_st-barbara-crushing-her-infidel-father.jpg;religious_painting;religious;Early_Renaissance;1451-1500;;;
Symbolism/nicholas-roerich_path-to-kailas-monastery-1932.jpg;landscape;landscape;Symbolism;1851-1900;;;ROERICH, Nicholas
32881-1tondo2.jpg;religious_painting;mythological;Mannerism_Late_Renaissance;1501-1550;Fresco;Italian;RAFFAELLO Sanzio
Romanticism/viktor-vasnetsov_saint-alipiy-the-iconographer-1893.jpg;religious_painting;religious;Romanticism;1501-1550;;;
Impressionism/mary-cassatt_child-with-bangs-in-a-blue-dress.jpg;portrait;portrait;Impressionism;1851-1900;;;
Post_Impressionism/henri-martin_the-village-among-the-trees.jpg;landscape;landscape;Post_Impressionism;1851-1900;;;
Romanticism/edward-burne-jones_portrait-of-cecily-horner.jpg;portrait;portrait;Romanticism;1851-1900;;;
Realism/thomas-eakins_cowboy-singing-1.jpg;genre_painting;portrait;Realism;1801-1850;;;
41493-1view4.jpg;religious_painting;mythological;Early_Renaissance;1451-1500;Fresco;Italian;UNKNOWN MASTER, Italian
Expressionism/josef-herman_vineyards-in-the-autumn-1957.jpg;genre_painting;genre;Expressionism;1851-1900;;;
Impressionism/edgar-degas_rider-in-a-red-coat-1868.jpg;genre_painting;portrait;Impressionism;1851-1900;;;DEGAS, Edgar
Pointillism/henri-edmond-cross_la-plage-de-saint-clair-1907.jpg;genre_painting;landscape;Pointillism;1851-1900;;;
Romanticism/thomas-cole_brock-s-monument.jpg;landscape;landscape;Romanticism;1801-1850;;;
Ukiyo_e/utagawa-kuniyoshi_hatakeyama-sitting-next-to-a-go-board.jpg;portrait;still-life;Ukiyo_e;1601-1650;;;
07196-canal312.jpg;cityscape;landscape;Baroque;1701-1750;Oil on canvas;Italian;CANALETTO
Impressionism/rudolf-schweitzer-cumpana_bridge-over-seine-1932.jpg;cityscape;landscape;Impressionism;1851-1900;;;
31202-01jerome.jpg;religious_painting;religious;Early_Renaissance;1451-1500;Wood;Italian;PIERO DELLA FRANCESCA
Fauvism/maurice-de-vlaminck_at-the-bar.jpg;portrait;portrait;Fauvism;1851-1900;;;
03397-lamentat.jpg;religious_painting;religious;Baroque;1551-1600;Oil on canvas;Italian;BASSANO, Francesco
Naive_Art_Primitivism/marc-chagall_god-turns-moses-staff-into-a-serpent-1966.jpg;religious_painting;other;Naive_Art_Primitivism;1851-1900;;;CHAGALL, Marc
Northern_Renaissance/jan-van-eyck_the-ghent-altar-detail-1432-1.jpg;religious_painting;religious;Northern_Renaissance;1401-1450;;;
Color_Field_Painting/leon-berkowitz_untitled-1977.jpg;abstract_painting;landscape;Color_Field_Painting;1801-1850;;;
15839-flight.jpg;religious_painting;religious;Baroque;1651-1700;Oil on canvas;Italian;GIORDANO, Luca
Rococo/thomas-gainsborough_dancers-with-musicians-in-a-woodland-glade-1733.jpg;genre_painting;landscape;Rococo;1801-1850;;;
Realism/vincent-van-gogh_weed-burner-sitting-on-a-wheelbarrow-with-his-wife-1883.jpg;genre_painting;genre;Realism;1851-1900;;;VAN GOGH, Vincent
08714-penthie1.jpg;portrait;portrait;Rococo;1751-1800;Oil on canvas;French;CHARPENTIER, Jean-Baptiste the Elder
09510-fall_tit.jpg;religious_painting;religious;Mannerism_Late_Renaissance;1551-1600;Oil on canvas;Dutch;CORNELIS VAN HAARLEM
31983-1depos.jpg;religious_painting;religious;Mannerism_Late_Renaissance;1501-1550;Oil on wood;Italian;PONTORMO, Jacopo
Abstract_Expressionism/philip-guston_close-up-iii-1961.jpg;abstract_painting;landscape;Abstract_Expressionism;1851-1900;;;
Cubism/nikos-hadjikyriakos-ghikas_paris-roofs-ii-1952.jpg;cityscape;landscape;Cubism;1851-1900;;;
Romanticism/gustave-dore_the-inferno-canto-33-1.jpg;illustration;portrait;Romanticism;1851-1900;;;DORE, Gustave
Romanticism/taras-shevchenko_portrait-of-the-unknown-woman-near-piano-1842.jpg;portrait;portrait;Romanticism;1851-1900;;;
Expressionism/ernst-ludwig-kirchner_three-women.jpg;sketch_and_study;portrait;Expressionism;1851-1900;;;
32790-26terran.jpg;religious_painting;religious;High_Renaissance;1501-1550;Oil on wood;Italian;RAFFAELLO Sanzio
34036-2renoi17.jpg;genre_painting;genre;Impressionism;1851-1900;Oil on canvas;French;RENOIR, Pierre-Auguste
20502-virgin_j.jpg;religious_painting;religious;Early_Renaissance;1451-1500;Tempera on wood;Italian;JACOPO del SELLAIO
Expressionism/dimitris-mytaras_mytaras-06-3.jpg;portrait;portrait;Expressionism;1851-1900;;;
Realism/boris-kustodiev_portrait-of-y-e-kustodieva-with-daughter-irina-1908.jpg;portrait;genre;Realism;1851-1900;;;KUSTODIEV, Boris
12357-landmagd.jpg;landscape;landscape;Romanticism;1651-1700;Oil on canvas;French;DUGHET, Gaspard
Mannerism_Late_Renaissance/tintoretto_st-nicholas.jpg;religious_painting;religious;Mannerism_Late_Renaissance;1551-1600;;;
Minimalism/alex-hay_past-time-2007.jpg;abstract_painting;landscape;Minimalism;1851-1900;;;
23777-oudeker.jpg;cityscape;interior;Northern_Renaissance;1651-1700;Oil on wood;Dutch;MAN, Cornelis de
03902-183madon.jpg;religious_painting;religious;High_Renaissance;1451-1500;Oil on canvas;Italian;BELLINI, Giovanni
Naive_Art_Primitivism/marc-chagall_a-big-peasant-1968.jpg;genre_painting;other;Naive_Art_Primitivism;1851-1900;;;CHAGALL, Marc
10238-1venus11.jpg;religious_painting;mythological;Northern_Renaissance;1501-1550;Oil on wood;German;CRANACH, Lucas the Elder
Post_Impressionism/maurice-de-vlaminck_a-road.jpg;landscape;landscape;Post_Impressionism;1601-1650;;;
Art_Nouveau_Modern/franklin-carmichael_autumn.jpg;landscape;landscape;Art_Nouveau;1851-1900;;;
Impressionism/auguste-rodin_untitled-1905.jpg;nude_painting;portrait;Impressionism;1851-1900;;;
38209-autumnla.jpg;genre_painting;landscape;Rococo;1751-1800;Oil on canvas;Dutch;VAN STRIJ, Jacob
Post_Impressionism/abraham-manievich_troika-in-the-snow-1910.jpg;cityscape;landscape;Post_Impressionism;1851-1900;;;
Romanticism/fyodor-bronnikov_sick-artist-1861.jpg;genre_painting;genre;Romanticism;1751-1800;;;
14605-1medici1.jpg;religious_painting;mythological;Baroque;1651-1700;Fresco;Italian;GABBIANI, Anton Domenico
11983-syrinx.jpg;nude_painting;mythological;Realism;1651-1700;Oil on canvas;French;DORIGNY, Louis
24285-scenes6.jpg;religious_painting;religious;Early_Renaissance;1401-1450;Tempera on wood;Italian;MARIOTTO DI NARDO
Post_Impressionism/vanessa-bell_landscape-with-a-pond-and-water-lilies-1915.jpg;landscape;landscape;Post_Impressionism;1851-1900;;;
08094-portrai1.jpg;portrait;portrait;Baroque;1601-1650;Oil on canvas;Italian;CASINI, Valore
Impressionism/antoine-blanchard_boulevard-de-la-madeleine-1.jpg;cityscape;landscape;Impressionism;1851-1900;;;
35574-20brant.jpg;portrait;portrait;Baroque;1601-1650;Oil on canvas;Flemish;RUBENS, Peter Paul
Realism/vincent-van-gogh_the-bench-1882.jpg;landscape;landscape;Realism;1851-1900;;;VAN GOGH, Vincent
11204-1880s_23.jpg;genre_painting;genre;Post_Impressionism;1851-1900;Pastel;French;DEGAS, Edgar
Realism/george-catlin_sioux-war-council.jpg;genre_painting;historical;Realism;1601-1650;;;
Realism/isaac-levitan_huts-1899.jpg;landscape;landscape;Realism;1851-1900;;;
Art_Nouveau_Modern/aubrey-beardsley_how-king-mark-and-sir-dinadan-heard-sir-palomides-ii.jpg;illustration;other;Art_Nouveau;1851-1900;;;
Post_Impressionism/henri-de-toulouse-lautrec_madame-misian-nathanson-1897.jpg;portrait;landscape;Post_Impressionism;1851-1900;;;
Northern_Renaissance/albrecht-durer_madonna-with-the-siskin-1506.jpg;religious_painting;religious;Northern_Renaissance;1501-1550;;;DURER, Albrecht
Expressionism/carlos-botelho_my-father-1937.jpg;portrait;portrait;Expressionism;1851-1900;;;
Art_Nouveau_Modern/egon-schiele_reclining-semi-nude-with-red-hat-1910.jpg;genre_painting;genre;Art_Nouveau;1851-1900;;;
Realism/nikolai-ge_marble-quarry-at-carrara.jpg;landscape;landscape;Realism;1801-1850;;;
Realism/vincent-van-gogh_two-women-talking-to-each-other-while-digging-1885.jpg;genre_painting;landscape;Realism;1601-1650;;;VAN GOGH, Vincent
44075-01fillas1.jpg;portrait;portrait;Northern_Renaissance;1401-1450;Oil on wood;Flemish;VAN DER WEYDEN, Rogier
Baroque/rembrandt_the-man-of-gibeah-1646.jpg;sketch_and_study;landscape;Baroque;1801-1850;;;REMBRANDT
Romanticism/ivan-aivazovsky_view-of-the-big-cascade-in-petergof-and-the-great-palace-of-petergof-1837.jpg;cityscape;landscape;Romanticism;1801-1850;;;AIVAZOVSKY, Ivan
04687-00selfpo.jpg;portrait;portrait;Realism;1801-1850;Oil on canvas;German;BLECHEN, Karl
Impressionism/alfred-sisley_landscape-at-andresy-1875.jpg;landscape;landscape;Impressionism;1851-1900;;;
Art_Nouveau_Modern/tom-thomson_woodland-waterfall-1916.jpg;landscape;landscape;Art_Nouveau;1851-1900;;;
Naive_Art_Primitivism/marc-chagall_noah-s-ark-4.jpg;sketch_and_study;other;Naive_Art_Primitivism;1801-1850;;;CHAGALL, Marc
Baroque/adriaen-van-de-venne_a-merry-company-in-an-arbor.jpg;genre_painting;landscape;Baroque;1601-1650;;;
02831-panorami.jpg;genre_painting;landscape;Baroque;1601-1650;Oil on wood;Dutch;AVERCAMP, Hendrick
Color_Field_Painting/friedel-dzubas_towards.jpg;abstract_painting;other;Color_Field_Painting;1851-1900;;;
Mannerism_Late_Renaissance/agnolo-bronzino_eleonora-da-toledo-1562.jpg;portrait;portrait;Mannerism_Late_Renaissance;1501-1550;;;
Post_Impressionism/grã©goire-michonze_in-the-village-1960.jpg;landscape;landscape;Post_Impressionism;1551-1600;;;
14167-023love.jpg;religious_painting;genre;Rococo;1751-1800;Oil on canvas;French;FRAGONARD, Jean-Honoré
New_Realism/john-french-sloan_not-identified.jpg;portrait;portrait;New_Realism;1851-1900;;;
Realism/theodore-rousseau_not_detected_198955.jpg;cityscape;landscape;Realism;1851-1900;;;
Post_Impressionism/ilya-mashkov_still-life-1912.jpg;still_life;still-life;Post_Impressionism;1801-1850;;;
Romanticism/karl-bryullov_portrait-of-grand-duchess-elena-pavlovna-and-her-daughter-maria.jpg;portrait;portrait;Romanticism;1801-1850;;;
Symbolism/nicholas-roerich_monhigan-1922.jpg;landscape;landscape;Symbolism;1801-1850;;;ROERICH, Nicholas
19486-flight_e.jpg;religious_painting;religious;High_Renaissance;1501-1550;Oil on wood;Dutch;VAN HEEMSKERCK, Maerten
Ukiyo_e/katsushika-hokusai_kuwana.jpg;landscape;landscape;Ukiyo_e;1401-1450;;;
Art_Nouveau_Modern/henri-de-toulouse-lautrec_the-ambassadors-in-concert-cafe.jpg;genre_painting;other;Art_Nouveau;1851-1900;;;
Realism/ilya-repin_portrait-of-alesha-repin-age-of-pushkin-1916.jpg;portrait;portrait;Realism;1851-1900;;;REPIN, Ilya
26656-01_7si1.jpg;religious_painting;religious;High_Renaissance;1501-1550;Fresco;Italian;MICHELANGELO Buonarroti
14569-alcestis.jpg;religious_painting;mythological;Baroque;1751-1800;Oil on canvas;German;FÜGER, Friedrich Heinrich
08922-casabuo1.jpg;religious_painting;other;High_Renaissance;1601-1650;Fresco;Italian;CINGANELLI, Michelangelo
32619-windsor.jpg;landscape;landscape;Rococo;1751-1800;Oil on canvas;Irish;PUGH, Herbert
Early_Renaissance/piero-della-francesca_the-flagellation-of-christ-detail-1(1).jpg;religious_painting;religious;Early_Renaissance;1451-1500;;;
17819-803goya.jpg;genre_painting;genre;Romanticism;1801-1850;Oil on canvas;Spanish;GOYA Y LUCIENTES, Francisco de
11200-1880s_19a.jpg;nude_painting;other;Impressionism;1851-1900;Pastel;French;DEGAS, Edgar
38597-guardrox.jpg;genre_painting;genre;Baroque;1651-1700;Oil on wood;Flemish;TENIERS, David the Younger
Impressionism/john-singer-sargent_palmettos-1917.jpg;landscape;genre;Impressionism;1851-1900;;;SINGER SARGENT, John
Symbolism/pablo-picasso_madonna-with-garland-1904.jpg;religious_painting;religious;Symbolism;1251-1300;;;PICASSO, Pablo
Baroque/rembrandt_a-man-in-an-arboug-1642.jpg;portrait;portrait;Baroque;1851-1900;;;REMBRANDT
Realism/camille-corot_near-rotterdam-small-houses-on-the-banks-of-a-canal-1854.jpg;landscape;landscape;Realism;1851-1900;;;
17070-paris20.jpg;landscape;landscape;Post_Impressionism;1851-1900;Oil on canvas;Dutch;VAN GOGH, Vincent
Romanticism/joseph-wright_the-eruption-of-vesuvius.jpg;landscape;landscape;Romanticism;1751-1800;;;
Romanticism/jan-matejko_output-scholars-from-krakow.jpg;genre_painting;historical;Romanticism;1851-1900;;;
Symbolism/martiros-saryan_glow-1957.jpg;landscape;landscape;Symbolism;1851-1900;;;SARYAN, Martiros
24971-fountai3.jpg;illustration;mythological;Naive_Art_Primitivism;1401-1450;Fresco;Italian;MASTER of the Castello della Manta
Baroque/rembrandt_bust-of-an-old-man-with-a-large-beard-1631.jpg;sketch_and_study;portrait;Baroque;1601-1650;;;REMBRANDT
Romanticism/john-constable_old-sarum-1829.jpg;landscape;landscape;Romanticism;1801-1850;;;
Baroque/gerrit-dou_old-woman-praying.jpg;genre_painting;genre;Baroque;1651-1700;;;
Impressionism/pierre-auguste-renoir_madeline-wearing-a-rose-1916.jpg;portrait;portrait;Impressionism;1851-1900;;;RENOIR, Pierre-Auguste
24858-bourbon1.jpg;religious_painting;religious;Northern_Renaissance;1451-1500;Wood;French;MASTER of Moulins
19665-fruit_ve.jpg;genre_painting;genre;Baroque;1601-1650;Oil on canvas;Dutch;VAN HEUSSEN, Claes
Symbolism/william-blake_illustration-to-milton-s-paradise-lost-1808-2.jpg;illustration;mythological;Symbolism;1501-1550;;;
07882-3camerin.jpg;religious_painting;mythological;Baroque;1601-1650;Fresco;Italian;CARPIONI, Giulio
Symbolism/odilon-redon_portrait-of-madame-redon-in-profile.jpg;portrait;portrait;Symbolism;1851-1900;;;
Early_Renaissance/piero-della-francesca_st-sigismund-and-sigismondo-pandolfo-malatesta-1451(1).jpg;religious_painting;religious;Early_Renaissance;1401-1450;;;
05594-07padigl.jpg;religious_painting;religious;Early_Renaissance;1451-1500;Tempera on wood;Italian;BOTTICELLI, Sandro
04547-crucifix.jpg;religious_painting;religious;Early_Renaissance;1401-1450;Tempera on wood;Italian;BICCI, Lorenzo di
Realism/vincent-van-gogh_pollard-willow-1882-1.jpg;landscape;landscape;Realism;1851-1900;;;VAN GOGH, Vincent
Realism/ilya-repin_the-courtyard-of-petrovsky-palace-1885.jpg;portrait;landscape;Realism;1851-1900;;;REPIN, Ilya
Romanticism/gustave-dore_samuel-blesses-saul.jpg;religious_painting;religious;Romanticism;1451-1500;;;DORE, Gustave
Naive_Art_Primitivism/marc-chagall_a-jew.jpg;portrait;portrait;Naive_Art_Primitivism;1851-1900;;;CHAGALL, Marc
Romanticism/alexander-shilov_ballet-dancer-ludmila-semenyaka-1980.jpg;portrait;portrait;Romanticism;1851-1900;;;
Impressionism/john-henry-twachtman_the-cascade-in-spring.jpg;landscape;landscape;Impressionism;1851-1900;;;
40057-2cafe2.jpg;portrait;genre;Post_Impressionism;1851-1900;Oil on wood;French;TOULOUSE-LAUTREC, Henri de
High_Renaissance/luca-signorelli_the-end-of-the-world-apocalypse-1502.jpg;religious_painting;mythological;High_Renaissance;1451-1500;;;
11529-sacrific.jpg;genre_painting;religious;Rococo;1701-1750;Oil on canvas;German;DIETRICH, Christian Wilhelm Ernst
High_Renaissance/pietro-perugino_madonna-with-child-1500.jpg;religious_painting;religious;High_Renaissance;1451-1500;;;
Cubism/amadeo-de-souza-cardoso_ukulele-1915.jpg;portrait;other;Cubism;1851-1900;;;
15750-madrid2.jpg;religious_painting;mythological;Baroque;1701-1750;Fresco;Italian;GIAQUINTO, Corrado
Cubism/juan-gris_the-open-window-1921.jpg;still_life;genre;Cubism;1851-1900;;;
Post_Impressionism/paul-gauguin_in-the-waves-1889.jpg;nude_painting;mythological;Post_Impressionism;1851-1900;;;
Realism/ivan-shishkin_the-teutoburg-forest-1865.jpg;landscape;landscape;Realism;1851-1900;;;SHISHKIN, Ivan
Impressionism/edgar-degas_woman-drying-herself-3.jpg;nude_painting;other;Impressionism;1851-1900;;;DEGAS, Edgar
05104-1peasant.jpg;portrait;portrait;Rococo;1751-1800;Oil on canvas;Russian;BOROVIKOVSKY, Vladimir Lukich
Color_Field_Painting/helen-frankenthaler_coral-wedge-1972.jpg;abstract_painting;religious;Color_Field_Painting;1701-1750;;;
Ukiyo_e/kitagawa-utamaro_rice-locust-red-dragonfly-pinks-chinese-bell-flowers-1788.jpg;landscape;other;Ukiyo_e;1851-1900;;;
Impressionism/camille-pissarro_the-fields-of-eragny-the-apple-tree-1894.jpg;landscape;landscape;Impressionism;1851-1900;;;PISSARRO, Camille
Realism/vincent-van-gogh_the-landscape-in-drenthe-1883.jpg;landscape;landscape;Realism;1801-1850;;;VAN GOGH, Vincent
35303-maratho.jpg;landscape;landscape;Romanticism;1801-1850;Oil on canvas;German;ROTTMANN, Carl
Expressionism/georges-braque_blue-aquarium-1962.jpg;still_life;other;Expressionism;1851-1900;;;
Northern_Renaissance/albrecht-durer_young-couple.jpg;genre_painting;mythological;Northern_Renaissance;1551-1600;;;DURER, Albrecht
27100-magdalen.jpg;genre_painting;religious;Rococo;1701-1750;Oil on wood;Dutch;VAN MIERIS, Willem
Art_Nouveau_Modern/ferdinand-hodler_reading-man.jpg;genre_painting;portrait;Art_Nouveau;1601-1650;;;
Post_Impressionism/emmanuel-zairis_fishermen.jpg;genre_painting;genre;Post_Impressionism;1851-1900;;;
43458-oude2.jpg;cityscape;interior;Romanticism;1651-1700;Oil on canvas;Dutch;VLIET, Hendrick Cornelisz. van
Impressionism/alfred-sisley_street-in-marly-1876.jpg;cityscape;landscape;Impressionism;1851-1900;;;
Expressionism/amedeo-modigliani_portrait-of-a-young-woman.jpg;portrait;portrait;Expressionism;1851-1900;;;
Impressionism/pierre-auguste-renoir_seated-nude-in-profile-gabrielle-1913.jpg;nude_painting;genre;Impressionism;1851-1900;;;RENOIR, Pierre-Auguste
Impressionism/stefan-luchian_path-towards-the-cemetery.jpg;landscape;landscape;Impressionism;1851-1900;;;
Northern_Renaissance/albrecht-durer_the-adoration-of-the-magi.jpg;religious_painting;religious;Northern_Renaissance;1451-1500;;;DURER, Albrecht
39125-pulcinel.jpg;genre_painting;mythological;Rococo;1751-1800;Oil on canvas;Italian;TIEPOLO, Giovanni Domenico
Post_Impressionism/theo-van-rysselberghe_in-the-shade-of-the-pines-1905.jpg;genre_painting;landscape;Post_Impressionism;1851-1900;;;
43542-liberal.jpg;religious_painting;mythological;Mannerism_Late_Renaissance;1551-1600;Oil on wood;Flemish;VOS, Marten de
Romanticism/gustave-dore_the-tower-of-babel.jpg;religious_painting;religious;Romanticism;1451-1500;;;DORE, Gustave
Post_Impressionism/georges-seurat_white-dog-1885.jpg;genre_painting;landscape;Post_Impressionism;1851-1900;;;
Realism/ivan-shishkin_marsh-polissia-1890.jpg;landscape;landscape;Realism;1851-1900;;;SHISHKIN, Ivan
Baroque/bartolome-esteban-murillo_madonna-with-a-napkin.jpg;religious_painting;religious;Baroque;1601-1650;;;
21129-extensiv.jpg;landscape;landscape;Romanticism;1801-1850;Oil on canvas;Dutch;KOBELL, Jan II
29190-stillif5.jpg;still_life;still-life;Realism;1701-1750;Oil on canvas;Italian;MUNARI, Cristoforo
Expressionism/pablo-picasso_the-fool-1904.jpg;portrait;portrait;Expressionism;1851-1900;;;PICASSO, Pablo
Expressionism/jack-bush_a-barn-1944.jpg;landscape;landscape;Expressionism;1851-1900;;;
Pop_Art/andy-warhol_mao-4.jpg;portrait;portrait;Pop_Art;1851-1900;;;
Realism/edgar-degas_josephine-gaujean-1868.jpg;portrait;portrait;Realism;1851-1900;;;DEGAS, Edgar
Early_Renaissance/domenico-veneziano_the-madonna-and-child-with-saints.jpg;religious_painting;religious;Early_Renaissance;1451-1500;;;
Impressionism/winston-churchill_view-at-mimizan-1920.jpg;landscape;landscape;Impressionism;1851-1900;;;
Color_Field_Painting/imi-knoebel_ich-nicht-viii-2006.jpg;abstract_painting;historical;Color_Field_Painting;1401-1450;;;
Post_Impressionism/pyotr-konchalovsky_the-woman-on-the-bank-of-the-river-1922.jpg;nude_painting;other;Post_Impressionism;1851-1900;;;KONCHALOVSKY, Pyotr
Romanticism/miklos-barabas_the-eruption-of-the-vesuv-1835.jpg;landscape;landscape;Romanticism;1751-1800;;;
Post_Impressionism/maxime-maufra_low-tide-at-douarnenez-1908.jpg;landscape;landscape;Post_Impressionism;1851-1900;;;
Symbolism/ferdinand-hodler_standing-warrior-1.jpg;sketch_and_study;other;Symbolism;1851-1900;;;
Baroque/matthias-stom_healing-of-tobit(1).jpg;religious_painting;genre;Baroque;1651-1700;;;
Baroque/rembrandt_woman-standing-with-raised-hands.jpg;sketch_and_study;portrait;Baroque;1851-1900;;;REMBRANDT
Post_Impressionism/pyotr-konchalovsky_portrait-of-yuri-petrovich-yuriev-1913.jpg;portrait;portrait;Post_Impressionism;1851-1900;;;KONCHALOVSKY, Pyotr
Realism/giovanni-boldini_portrait-of-alice-regnault-1880.jpg;portrait;portrait;Realism;1851-1900;;;
High_Renaissance/andrea-mantegna_the-adoration-of-the-magi.jpg;religious_painting;religious;High_Renaissance;1501-1550;;;
Abstract_Expressionism/betty-parsons_aspen-colorado-1967.jpg;abstract_painting;other;Abstract_Expressionism;1851-1900;;;
Impressionism/antoine-blanchard_la-gare-dorleans-et-le-quai-dorsay.jpg;cityscape;landscape;Impressionism;1851-1900;;;
43641-statue_p.jpg;still_life;landscape;Baroque;1651-1700;Oil on canvas;Dutch;VREE, Nicolaes de
Expressionism/ernst-ludwig-kirchner_two-women-at-a-couch.jpg;genre_painting;other;Expressionism;1851-1900;;;
Impressionism/antoine-blanchard_porte-st-denis-7.jpg;cityscape;landscape;Impressionism;1851-1900;;;
High_Renaissance/pietro-perugino_virgin-enthroned-with-saints-catherine-of-alexandria-and-biagio.jpg;religious_painting;religious;High_Renaissance;1451-1500;;;
23846-3manet05.jpg;portrait;portrait;Impressionism;1851-1900;Oil on canvas;French;MANET, Edouard
03316-playlute.jpg;religious_painting;genre;Early_Renaissance;1501-1550;Oil on wood;Italian;BARTOLOMEO VENETO
Realism/ilya-repin_portrait-of-poet-prose-writer-translator-and-dramatist-sergei-mitrofanovich-gorodetsky-with-his-1914.jpg;portrait;portrait;Realism;1851-1900;;;REPIN, Ilya
Impressionism/marianne-north_rajput-forts-1878.jpg;landscape;landscape;Impressionism;1801-1850;;;
Cubism/rafael-zabaleta_interior-with-nude-1956.jpg;genre_painting;mythological;Cubism;1851-1900;;;
Symbolism/mstislav-dobuzhinsky_dredger-1923.jpg;cityscape;landscape;Symbolism;1801-1850;;;
High_Renaissance/titian_angel-1522.jpg;religious_painting;mythological;High_Renaissance;1501-1550;;;
37633-mad_anne.jpg;religious_painting;religious;Baroque;1701-1750;Oil on metal;Italian;SOLIMENA, Francesco
Early_Renaissance/filippo-lippi_madonna-and-child-1430.jpg;religious_painting;religious;Early_Renaissance;1401-1450;;;
Realism/ilya-repin_portrait-of-bella-gorskaya-1910.jpg;portrait;portrait;Realism;1851-1900;;;REPIN, Ilya
Color_Field_Painting/mark-rothko_earth-green.jpg;abstract_painting;other;Color_Field_Painting;1851-1900;;;
